							Drilling Data									
							Noblige-1									



DEPTH	TVD	ROP_AVG	WOB_AVG	TORQUE_AVG	TORQUE_MIN	TORQUE_MAX	BIT_RPM	FLOWIN	FLOWOUT	PUMP_AVG	MWIN	MWOUT	MTIN	MTOUT	PITTOT	TBR
mMDRT	mTVDRT	m/hr	klbs	kft.lb	kft.lb	kft.lb	rpm	gal/min	gal/min	psi	sg	sg	degC	degC	bbls	

3972	3971.68	33.7	14.4	3.4	2.3	7.3	276	598	827	3279	1.13	1.13	18.4	18.2	1483.9	387173
3973	3972.68	33.7	15.8	3.1	1.3	8	276	596	824	3326	1.13	1.13	18.4	18.2	1481	387670
3974	3973.68	30.2	16.1	2.3	0.4	9.3	278	596	814	3299	1.13	1.13	18.4	18.2	1483.9	388230
3975	3974.68	23.7	15.3	2.9	1.4	8.5	277	595	824	3298	1.13	1.13	18.4	18	1480.2	388910
3976	3975.68	31.3	14.1	3.4	0.9	8.1	275	595	823	3325	1.13	1.13	18.4	18.1	1479	389424
3977	3976.68	36.5	14.9	3.5	1.7	8.9	275	595	813	3313	1.13	1.13	18.4	18.1	1481.3	389895
3978	3977.68	35.7	13.7	3.4	2	8.6	275	595	815	3334	1.13	1.13	18.4	18.2	1475.4	390350
3979	3978.68	32.8	16.3	2.9	1.6	9.9	276	594	801	3313	1.13	1.13	18.4	18.1	1480	390824
3980	3979.68	31	16.3	3.2	1.2	8.5	276	597	799	3315	1.13	1.13	18.3	18.1	1476	391374
3981	3980.68	49.2	17.9	3.7	2.5	7.8	274	593	807	3392	1.13	1.13	18.4	18.2	1476.7	391719
3982	3981.68	44.3	15	3.6	1.8	7.6	275	597	812	3293	1.13	1.13	18.4	18.2	1474.5	392149
3983	3982.68	25.3	15.6	2.1	0.4	9.2	279	594	809	3279	1.13	1.13	18.4	18.1	1474.1	392789
3984	3983.68	30.7	14.6	2.5	0.6	8.5	279	596	799	3276	1.13	1.13	18.4	18.1	1477	393334
3985	3984.68	30.3	14	3.1	1.9	7.6	277	598	821	3271	1.13	1.13	18.4	18.1	1473.6	393857
3986	3985.67	28.7	14.7	3.3	1.7	9	276	596	808	3287	1.13	1.13	18.4	18.2	1468.5	394452
3987	3986.67	29.5	14.6	2.6	1	9.3	278	596	804	3263	1.13	1.13	18.5	18	1470.5	394986
3988	3987.67	28.1	15.4	2.7	0	9.3	280	595	796	3294	1.13	1.13	18.4	18.3	1460.8	395595
3989	3988.67	32.9	-2.3	2.6	2	6.4	271	598	818	2957	1.13	1.13	18.8	18.5	1453.8	396092
3990	3989.67	22	17	1.9	0.7	7.4	278	604	799	3100	1.13	1.13	18.8	18.4	1448	396856
3991	3990.67	57.6	21.5	3.4	2.3	7	271	595	793	3361	1.13	1.13	18.8	18.4	1444.7	397136
3992	3991.67	32.1	22.7	3.1	1.1	9.6	271	592	783	3360	1.13	1.13	18.8	18.4	1444.4	397673
3993	3992.67	29.7	23.9	3.5	1.7	10	269	591	799	3377	1.13	1.13	18.9	18.2	1440.3	398200
3994	3993.67	36.2	22.1	2.7	1.4	8.8	273	596	787	3336	1.13	1.13	18.8	18.5	1444	398671
3995	3994.67	25.4	20.2	2.6	0	9.4	274	598	809	3221	1.13	1.13	18.8	18.4	1441.1	399353
3996	3995.67	24.4	20.4	1.8	0	8.1	277	598	777	3240	1.13	1.13	18.8	18	1441.7	399993
3997	3996.67	37.3	18.1	3.2	1.8	7.5	272	599	847	3297	1.13	1.13	18.8	18.1	1439.9	400418
3998	3997.67	73.4	21.3	3.6	2.9	6.8	270	594	837	3380	1.13	1.13	18.8	18.2	1439.3	400633
3999	3998.66	72.7	21	3.2	1.4	8.1	272	596	800	3355	1.13	1.13	18.8	18	1445.5	400866
4000	3999.66	45.4	14.1	2.9	0.6	7.2	275	604	827	3159	1.13	1.13	18.8	18.2	1440.6	401252
4001	4000.66	57.4	18.6	3.4	2.7	6.6	271	598	833	3310	1.13	1.13	18.8	18.2	1441.8	401509
4002	4001.66	51.7	19.3	3.4	2.3	8	272	599	823	3339	1.13	1.13	18.8	18.2	1441.6	401830
4003	4002.66	58.7	19.6	3.3	2.7	7.3	271	598	824	3333	1.13	1.13	18.8	18.2	1440.3	402114
4004	4003.66	67.4	20.1	3.3	2.6	7.3	271	597	836	3360	1.13	1.13	18.8	18.3	1440.5	402348
4005	4004.66	56.9	19.7	3.1	1.5	8.7	272	597	819	3269	1.13	1.13	18.8	18.1	1439.4	402649
4006	4005.66	57.4	22.5	2.7	1	9.7	273	597	833	3359	1.13	1.13	18.8	18.1	1441.8	402931
4007	4006.66	47.4	20.5	3.8	1.7	9.9	270	598	827	3283	1.13	1.13	18.8	18	1437.3	403296
4008	4007.66	52.6	20.3	3.2	1.4	10.2	273	601	835	3231	1.13	1.13	18.8	18	1438.5	403620
4009	4008.66	42.5	17.2	2.9	0	11.7	273	601	819	3178	1.13	1.13	18.8	18.2	1437.8	404025
4010	4009.65	47.6	19.8	4.2	1	10.9	270	602	834	3197	1.13	1.13	18.8	18.2	1440.1	404355
4011	4010.65	40.2	17.2	3.8	1.1	9.3	272	605	832	3210	1.13	1.13	18.8	18.3	1438.7	404811
4012	4011.65	46.3	20.4	2.6	1.3	10.3	275	599	795	3259	1.13	1.13	18.8	18.3	1436.7	405135
4013	4012.65	51.8	18.7	3.2	1.3	8.7	273	601	819	3241	1.13	1.13	18.8	18.2	1437.5	405465
4014	4013.65	41.2	22.5	3.4	1.7	9.4	270	598	816	3344	1.13	1.13	18.8	18	1438	405882
4015	4014.65	46	25.5	3.7	1.9	10.8	268	589	830	3400	1.13	1.13	18.8	18	1435.7	406188
4016	4015.65	39.1	19.6	2.7	0	10.7	274	602	831	3199	1.13	1.13	18.8	18.1	1435.9	406631
4017	4016.65	39.9	18.8	2.2	1.1	8.7	276	600	826	3211	1.13	1.13	18.7	18.2	1434.1	406996
4018	4017.65	36.7	19.2	2.6	1.3	8.7	275	601	818	3232	1.13	1.13	18.7	18.2	1436.2	407407
4019	4018.65	22.4	11.9	2.8	0	29.4	273	602	822	3138	1.13	1.13	18.4	18.4	1433	408294
4020	4019.65	22.3	20.5	3.2	1.2	9.4	271	601	827	3354	1.13	1.13	18.4	18.5	1424.3	408844
4021	4020.65	26.8	25.5	3.7	1.8	9.3	269	598	844	3427	1.13	1.13	18.4	18.5	1420.7	409405
4022	4021.64	26.6	17.8	2.7	1.5	7.5	274	607	842	3224	1.13	1.13	18.4	18.3	1416.2	410050
4023	4022.64	27	22.2	3.1	1.5	7.4	272	601	843	3313	1.13	1.13	18.4	18.6	1418	410634
4024	4023.64	34.5	22.3	2.9	1.6	7.9	272	600	845	3347	1.13	1.13	18.5	18.8	1417	411085
4025	4024.64	35.8	27.9	3.4	2.3	8.5	269	595	831	3490	1.13	1.13	18.5	18.3	1417.5	411601
4026	4025.64	26	21.1	3	1.7	8.8	273	604	850	3304	1.13	1.13	18.5	17.5	1415.6	412307
4027	4026.64	27.4	28.9	2.9	0	10.9	271	595	847	3492	1.13	1.13	18.5	18.4	1413.8	412901
4028	4027.64	20.8	15.1	2.9	1.8	7.5	275	609	840	3176	1.13	1.13	18.5	18.5	1414.7	413988
4029	4028.64	20.5	22.3	2.7	1.9	6.4	275	608	844	3190	1.13	1.13	18.4	18.4	1412.7	414903
4030	4029.64	17.9	18.1	3	1.8	6.9	274	607	846	3223	1.13	1.13	18.4	18.2	1411	415845
4031	4030.64	21.9	17.7	3	1.9	6.7	274	609	837	3230	1.13	1.13	18.4	16.8	1410.7	416706
4032	4031.63	29.8	24.1	3.3	2.8	7.3	271	602	838	3340	1.13	1.13	18.4	17.4	1410.6	417272
4033	4032.63	24.3	27	2.8	0	10.4	272	598	842	3371	1.13	1.13	18.4	17.5	1413.9	417932
4034	4033.63	29.4	26.7	2.7	1.3	8.1	272	599	845	3323	1.13	1.13	18.4	17	1419.2	418506
4035	4034.63	25.5	22.1	3.2	0.9	8	272	602	837	3334	1.13	1.13	18.3	16.4	1420.5	419104
4036	4035.63	27.8	23.9	3.6	2.4	6.5	270	600	842	3373	1.13	1.13	18.2	16.3	1424.7	419727
4037	4036.63	23.6	25.9	2.8	0	10.5	272	599	837	3356	1.13	1.13	18.3	15.7	1416.4	420472
4038	4037.63	23.2	22.2	3.1	1.6	7.8	273	606	850	3249	1.13	1.13	18.3	15.5	1404.2	421163
4039	4038.63	27.7	23.4	2.5	1.4	8.2	274	602	835	3309	1.13	1.13	18.3	15.4	1395	421775
4040	4039.63	24.7	26.2	2.4	0.5	8.3	274	604	840	3278	1.13	1.13	18.2	15.4	1392.7	422478
4041	4040.63	22.1	25	1.6	0	10	276	599	838	3358	1.13	1.13	18.2	15.2	1392.2	423177
4042	4041.62	35.2	27.5	3.7	1.8	9.1	269	598	845	3453	1.13	1.13	18.2	15.2	1395.8	423555
4043	4042.62	37.8	25.9	3.2	2	8.2	271	599	848	3352	1.13	1.13	18.2	15.3	1395.4	424020
4044	4043.62	34.6	25.4	3.3	2.2	10.3	270	599	844	3369	1.13	1.13	18.2	15.2	1397.1	424445
4045	4044.62	34.1	24.8	3.8	1.2	8	269	600	839	3407	1.13	1.13	18.2	15.3	1398.7	424940
4046	4045.62	24.8	25.3	3.3	1.3	9.9	270	597	843	3399	1.13	1.13	18.1	15.4	1400.3	425598
4047	4046.62	19.9	17.7	2.6	1.7	8.4	275	609	831	3202	1.13	1.13	18.1	15.3	1400.4	426435
4048	4047.62	27.9	23	2.9	1.2	8.2	272	600	846	3350	1.13	1.13	18.1	15.5	1404.9	427035
4049	4048.67	17.4	1.5	2.5	0	7.8	277	604	817	2988	1.13	1.13	18.4	16.6	1400.1	428026
4050	4049.67	20.6	20.3	2.7	1.3	8.5	274	590	812	3222	1.13	1.13	18.6	16.8	1396.7	428871
4051	4050.67	24.2	19.5	2.8	1.4	8.5	272	586	831	3250	1.13	1.13	18.6	16	1391.7	429523
4052	4051.67	22.9	22.4	2.8	1.3	9.4	274	589	838	3231	1.13	1.13	18.6	15.9	1390.5	430249
4053	4052.67	31.7	22.6	3	2.4	8.7	272	585	842	3303	1.13	1.13	18.6	16.6	1392.7	430752
4054	4053.67	30.2	21	3.2	2.3	7.7	272	587	850	3272	1.13	1.13	18.6	16.5	1390.3	431286
4055	4054.67	46	23.2	3.6	2.7	8.2	269	582	828	3402	1.13	1.13	18.6	16.5	1387.6	431639
4056	4055.66	27	22.9	1.3	0	10.9	275	578	803	3349	1.13	1.13	18.6	16.2	1386.7	432249
4057	4056.66	17.7	14	2.7	0.9	7	276	595	826	3119	1.13	1.13	18.6	16.1	1387.7	433149
4058	4057.66	19.1	14.6	3.4	2.5	6.1	273	595	835	3161	1.13	1.13	18.5	16	1389	433977
4059	4058.66	27.7	22.9	3.1	1.9	8.6	271	583	819	3350	1.13	1.13	18.5	15.6	1387.4	434579
4060	4059.66	27	25.3	3.1	0.6	10.8	269	577	829	3403	1.13	1.13	18.5	15.6	1385.7	435134
4061	4060.66	45.3	26.5	3.7	2.1	9.1	268	580	841	3425	1.13	1.13	18.5	15.5	1382.2	435454
4062	4061.66	31.3	18	3.2	2.2	6.8	272	589	845	3222	1.13	1.13	18.4	15.5	1369.2	435999
4063	4062.66	48.9	23.4	3.5	2	7.9	270	584	842	3338	1.13	1.13	18.5	15.4	1370.8	436313
4064	4063.66	36.2	23.7	3.1	1.9	7.9	270	582	840	3294	1.13	1.13	18.4	15.4	1372.3	436750
4065	4064.66	38.4	24.8	3.3	1.5	7.3	271	584	831	3354	1.13	1.13	18.5	15.5	1381	437144
4066	4065.66	28.6	22.7	2.5	1.2	9.2	274	587	835	3238	1.13	1.13	18.4	15.5	1368.6	437904
4067	4066.66	18	20.2	2.7	1.5	7.2	274	589	836	3241	1.13	1.13	18.4	15.5	1373.7	438987
4068	4067.66	29.5	23	2	0	10.3	274	583	821	3317	1.13	1.13	18.4	15.5	1379.3	439559
4069	4068.66	60.6	16.9	3.1	1.8	6.8	272	585	835	3247	1.13	1.13	18.4	15.5	1379.8	439806
4070	4069.66	67.3	21.1	3.6	2.4	7.5	270	586	838	3305	1.13	1.13	18.3	15.5	1383.1	440017
4071	4070.66	34.3	21.8	3	1.2	9.1	275	591	839	3374	1.13	1.13	18.4	15.6	1381.2	440571
4072	4071.66	31.4	24	2	0.8	9.1	276	588	822	3396	1.13	1.13	18.4	15.5	1379.3	441083
4073	4072.66	22.9	27.1	2.5	0	10.7	274	589	827	3373	1.13	1.13	18.5	15.5	1377.3	441865
4074	4073.66	20.5	17.7	1.9	1.1	7.5	279	598	843	3216	1.13	1.13	18.5	15.5	1374.9	442576
4075	4074.66	47.2	16.4	3.4	3	5.7	275	600	840	3251	1.13	1.13	18.5	15.4	1373.6	442947
4076	4075.66	47.7	24.4	3.2	1.9	8.9	272	588	835	3442	1.13	1.13	18.5	15.5	1375	443307
4077	4076.66	44	21.2	2.9	1.5	8.3	274	590	836	3392	1.13	1.13	18.5	15.5	1374.2	443689
4078	4077.66	48.9	22.9	3.9	1.5	10	270	588	840	3462	1.13	1.13	18.4	15.5	1374.6	444002
4079	4078.66	22.1	17.9	3.1	0	9.4	272	594	841	3305	1.13	1.13	18.4	15.5	1382.9	445236
4080	4079.66	32	18.4	3.3	1.6	8.3	262	589	778	3386	1.13	1.13	18.5	15.9	1373.4	445585
4081	4080.65	46.3	20.8	3.2	2.2	10.6	260	577	774	3428	1.13	1.13	18.5	15.8	1373.7	445892
4082	4081.65	47.9	18.2	3.2	1.8	8.5	261	583	731	3387	1.13	1.13	18.5	15.7	1373	446228
4083	4082.65	66.7	20.5	3.2	1.2	10.1	260	580	784	3521	1.13	1.13	18.5	15.6	1371.7	446430
4084	4083.65	43.6	16.7	1.8	0.5	9.5	267	587	768	3266	1.13	1.13	18.6	15.7	1370.6	446835
4085	4084.65	38.9	22.3	3.6	0	10.6	258	578	765	3476	1.13	1.13	18.5	15.8	1368.9	447173
4086	4085.65	43.2	13.1	3.1	1.9	6.8	266	599	805	3257	1.13	1.13	18.6	15.7	1370.2	447529
4087	4086.65	41	18	3.5	0	9.4	263	594	768	3394	1.13	1.13	18.6	15.7	1370.7	447918
4088	4087.65	45.6	19.1	3.2	1.6	8.6	264	593	716	3425	1.13	1.13	18.5	15.7	1370.7	448210
4089	4088.65	60.8	23.7	3.6	2.2	9.4	262	592	791	3533	1.13	1.13	18.5	15.7	1366.3	448414
4090	4089.65	58.5	19	2.9	1.5	8.2	266	594	789	3404	1.13	1.13	18.5	15.7	1366	448700
4091	4090.65	45.1	18.4	3.2	1.8	9.3	265	599	789	3322	1.13	1.13	18.5	15.6	1366.4	449072
4092	4091.65	56.2	15.1	3.6	0	7.7	264	599	788	3335	1.13	1.13	18.5	15.5	1365.3	449421
4093	4092.65	65.3	16	3.4	1.4	10.1	264	597	756	3308	1.13	1.13	18.5	15.5	1366.5	449685
4094	4093.65	54.7	18.5	3.1	1	8.8	265	596	763	3392	1.13	1.13	18.5	15.5	1366.4	450004
4095	4094.65	32.7	25.1	3.3	0.4	9.9	263	592	799	3532	1.13	1.13	18.4	15.6	1365.8	450614
4096	4095.65	39.9	21.5	3.4	1.4	9.4	263	594	761	3429	1.13	1.13	18.4	15.6	1366.6	451019
4097	4096.65	36.5	20.5	4.8	0	12	242	599	788	3263	1.13	1.13	18.4	15.5	1365.6	451478
4098	4097.65	15.7	20.7	2.9	0.6	10.3	267	601	800	3266	1.13	1.13	18.3	15.4	1365	452623
4099	4098.65	26.4	16.8	2.5	0	12	270	602	796	3241	1.13	1.13	18.3	15.4	1362.8	453224
4100	4099.65	30.9	18.3	2.4	1.4	8.1	268	599	779	3285	1.13	1.13	18.3	15.4	1366.7	453759
4101	4100.65	33.5	17.3	2.9	1.3	11	267	600	779	3302	1.13	1.13	18.3	15.5	1367.2	454196
4102	4101.65	32	19	3.1	0	10.8	266	598	784	3361	1.13	1.13	18.2	15.5	1368.1	454732
4103	4102.65	33.9	21.6	3.7	1.3	9.9	263	597	820	3367	1.13	1.13	18.2	15.6	1364.7	455211
4104	4103.65	38	22.3	3.8	2.3	8.4	263	596	802	3420	1.13	1.13	18.2	15.7	1365.6	455647
4105	4104.65	42.8	23.4	2.8	1.7	8.9	266	594	751	3443	1.13	1.13	18.2	15.7	1366.4	456052
4106	4105.64	33	26.2	2.8	1.7	8.3	265	592	795	3396	1.13	1.13	18.1	15.8	1365.9	456492
4107	4106.64	35.8	24	3.1	0.8	9.9	264	592	797	3471	1.13	1.13	18.2	15.6	1365.4	456936
4108	4107.64	29.8	25.2	3.9	1.7	11.3	262	593	777	3455	1.13	1.13	18.1	15.6	1364	457457
4109	4108.64	28.6	17.7	3.1	0	9.7	266	590	786	3331	1.13	1.13	18.2	15.7	1375.2	458018
4110	4109.64	31.2	24.1	2.5	0.4	10.6	266	584	786	3400	1.13	1.13	18.2	15.7	1359.1	458522
4111	4110.64	27.6	16.4	3	2.3	7.2	270	602	821	3373	1.13	1.13	18.3	15.6	1356.1	459082
4112	4111.64	38.4	18.6	3.1	2.2	8.4	270	603	815	3405	1.13	1.13	18.3	15.6	1353.2	459513
4113	4112.64	35.9	15.5	3.1	2.2	6.9	271	604	825	3327	1.13	1.13	18.3	15.6	1352	459939
4114	4113.64	61.1	23.8	3.3	1.9	9	268	597	818	3502	1.13	1.13	18.3	15.6	1353.4	460210
4115	4114.64	35.1	18.3	2.4	0	8.6	272	603	816	3382	1.13	1.13	18.3	15.5	1352.7	460683
4116	4115.64	29.2	21.5	3	1.3	9.3	271	603	814	3454	1.13	1.13	18.3	15.6	1351.8	461217
4117	4116.64	31.9	26.6	2.9	1.4	10.8	268	594	809	3582	1.13	1.13	18.3	15.6	1351.3	461753
4118	4117.64	33.4	23.3	2.9	1.8	10.3	270	600	816	3512	1.13	1.13	18.3	15.7	1351.1	462210
4119	4118.64	22.3	20.1	2.4	0	10.4	274	609	809	3362	1.13	1.13	18.3	15.6	1351.4	462979
4120	4119.64	29.5	19.3	3.7	2	8.4	269	606	825	3442	1.13	1.13	18.3	15.7	1351.4	463453
4121	4120.64	33.5	18.6	2.7	1.3	8.8	272	603	811	3457	1.13	1.13	18.3	15.7	1352.2	463923
4122	4121.64	38.9	18.5	2.7	1.7	8.6	271	602	801	3484	1.13	1.13	18.3	15.7	1353.7	464279
4123	4122.64	31.2	22	2.4	1.1	10.6	272	602	821	3474	1.13	1.13	18.3	15.6	1354.1	464809
4124	4123.64	23.8	21.8	2.5	0.1	10.3	272	602	819	3444	1.13	1.13	18.3	15.5	1354.3	465475
4125	4124.64	28	22.1	3.7	1.2	9.8	269	605	811	3503	1.13	1.13	18.3	15.7	1353	466044
4126	4125.64	26	20.7	2.8	1	9.3	271	604	812	3433	1.13	1.13	18.3	15.5	1350.6	466679
4127	4126.64	24	20.5	3.5	1.9	8.5	270	605	823	3444	1.13	1.13	18.3	15.5	1348	467359
4128	4127.64	23.2	20.3	2.6	0.1	10.3	273	606	803	3407	1.13	1.13	18.3	15.5	1344.6	468033
4129	4128.64	23	20.5	2.7	1.5	8.3	273	605	801	3430	1.13	1.13	18.3	15.4	1345.3	468685
4130	4129.64	22.1	19.3	3	1.7	8.3	272	607	818	3429	1.13	1.13	18.3	15.5	1349.3	469431
4131	4130.64	25	22	3.1	0.1	10.6	270	602	819	3491	1.13	1.13	18.3	15.5	1355.2	469988
4132	4131.63	33.3	18.4	3.1	2.1	7.3	270	602	825	3465	1.13	1.13	18.3	15.6	1360	470384
4133	4132.63	34.1	19.9	2.5	0	10	272	601	826	3477	1.13	1.13	18.2	15.6	1365.8	470886
4134	4133.63	46.1	17.8	3	1.6	8.2	272	605	820	3462	1.13	1.13	18.2	15.7	1369.7	471191
4135	4134.63	42.9	19	2.4	1.3	8.3	274	606	809	3437	1.13	1.13	18.2	15.7	1371.9	471588
4136	4135.63	28.9	18.8	2	0	10.2	275	606	824	3431	1.13	1.13	18.2	15.6	1375.7	472247
4137	4136.63	26.5	21.9	3.1	1.2	10.7	271	603	798	3432	1.13	1.13	18.2	15.7	1385.4	472837
4138	4137.63	22.4	18.4	2.6	1.3	8	274	610	774	3361	1.13	1.13	18.2	15.7	1443.6	473684
4139	4138.63	23.8	15.7	3.1	1.9	8.7	267	599	821	3340	1.13	1.13	18.4	15.9	1495.5	474470
4140	4139.63	22.3	20.4	2.7	0.7	10.6	266	593	783	3468	1.13	1.13	18.4	15.7	1500.2	475186
4141	4140.63	20	18.9	2.9	1.7	8.5	268	599	823	3288	1.13	1.13	18.5	15.6	1509.3	476089
4142	4141.63	22.8	16.9	2.7	1.3	9.6	268	598	821	3311	1.13	1.13	18.5	15.6	1512.3	476785
4143	4142.63	25.4	19.2	2.7	0.8	9.9	267	595	819	3361	1.13	1.13	18.5	15.6	1509	477413
4144	4143.63	20.5	17.2	2.7	0	9.9	268	600	806	3267	1.13	1.13	18.5	15.6	1509.2	478271
4145	4144.63	28.3	17.1	3.4	1.4	8.2	266	598	770	3334	1.13	1.13	18.4	15.6	1510.5	478825
4146	4145.63	35.8	19.7	2.1	0	9.7	269	594	798	3416	1.13	1.13	18.5	15.5	1508.1	479311
4147	4146.63	33.4	21.7	2	0.1	10.8	268	589	800	3620	1.13	1.13	18.4	15.6	1506	479826
4148	4147.63	32	19.7	3.9	1.9	8.6	267	606	815	3504	1.13	1.13	18.4	15.6	1506.9	480338
4149	4148.63	31.2	18.5	2.9	0	10.4	271	609	809	3482	1.13	1.13	18.4	15.6	1509	480895
4150	4149.63	36.3	21	3.4	1.4	9.2	269	608	781	3487	1.13	1.13	18.4	15.7	1509	481323
4151	4150.63	64	16.8	3.9	2	8.3	265	601	816	3509	1.13	1.13	18.4	15.8	1507.6	481556
4152	4151.63	55.6	21.1	3.9	3	8.3	266	606	805	3518	1.13	1.13	18.4	15.7	1508.4	481878
4153	4152.63	50.6	18.6	3.4	2.4	7	268	606	812	3435	1.13	1.13	18.3	15.7	1507.8	482189
4154	4153.63	53.4	21	3.3	1.7	8.7	269	606	817	3520	1.13	1.13	18.4	15.7	1506	482433
4155	4154.63	51.8	17.7	2.8	1.6	7.5	271	608	811	3421	1.13	1.13	18.4	15.7	1505.1	482766
4156	4155.63	60.7	18.8	2.9	2.1	7.4	270	604	786	3442	1.13	1.13	18.4	15.7	1503.6	483019
4157	4156.63	40.8	22.5	3.2	1.4	9	268	602	791	3554	1.13	1.13	18.4	15.7	1503.1	483457
4158	4157.62	39.3	19.8	2.9	1.7	7.9	270	605	795	3479	1.13	1.13	18.4	15.8	1503	483867
4159	4158.62	29.6	21.2	3	1.5	9.6	271	610	809	3421	1.13	1.13	18.4	15.7	1503.2	484449
4160	4159.62	39.6	17.3	2.6	1.3	9.7	273	612	798	3306	1.13	1.13	18.4	15.8	1504.2	484888
4161	4160.62	50.8	21.5	4.1	2.7	9.1	265	605	816	3533	1.13	1.13	18.4	15.8	1503.5	485220
4162	4161.62	40.9	19	3.2	2.2	7.5	269	607	806	3463	1.13	1.13	18.4	15.8	1501.3	485624
4163	4162.62	35.6	21.3	3.3	1.6	9.3	268	605	805	3505	1.13	1.13	18.4	15.8	1497.7	486115
4164	4163.62	28.6	22.2	3	1.7	8.6	270	605	793	3503	1.13	1.13	18.4	15.8	1495.3	486643
4165	4164.62	31.3	21.3	3.2	2	8.2	269	605	808	3500	1.13	1.13	18.4	15.7	1497.2	487157
4166	4165.62	32.6	12.8	3.1	0	9.6	269	602	790	3346	1.14	1.14	18.6	15.9	1497	487663
4167	4166.62	23.4	10.8	3	1.9	7.1	269	599	814	3230	1.14	1.14	19.1	16.4	1487.2	488360
4168	4167.62	43.7	17.2	3.9	1.2	10.3	262	586	789	3492	1.14	1.14	19.1	16.3	1486.6	488795
4169	4168.62	35.1	16.5	3.9	2.5	7.5	263	589	817	3376	1.14	1.14	19.1	16.2	1486	489235
4170	4169.62	33.9	20.6	3.8	0.1	10.1	261	584	780	3508	1.14	1.14	19.1	16.3	1485.3	489694
4171	4170.62	30.8	21.9	2	0.5	10.4	267	584	815	3483	1.14	1.14	19.1	16.3	1483.3	490181
4172	4171.62	27.6	19.3	2.9	1.2	8.7	266	588	802	3392	1.14	1.14	19.2	16.3	1481.7	490784
4173	4172.62	21	25.6	3.9	1.4	10.7	263	590	818	3415	1.14	1.14	19.2	16.3	1480.6	491522
4174	4173.62	45.6	24	4.1	1.4	10.5	262	587	810	3635	1.14	1.14	19.1	16.1	1478.9	491902
4175	4174.62	26.5	19	3.5	2	9.6	265	594	812	3504	1.14	1.14	19.3	16.1	1476.8	492585
4176	4175.62	20.2	18.2	2.5	0.1	10.4	271	601	807	3280	1.14	1.14	19.3	16.1	1475	493314
4177	4176.62	28.5	23	2.5	0.8	10.3	269	592	796	3448	1.14	1.14	19.3	16.1	1473.4	493835
4178	4177.62	28.4	22.7	2.4	0.8	10.7	269	592	804	3447	1.14	1.14	19.3	16.2	1474.4	494368
4179	4178.62	23.4	18.9	2.5	0.1	10	270	598	799	3326	1.14	1.14	19.3	16.2	1475.1	495132
4180	4179.62	21.1	21.2	3	1.5	10	268	595	818	3342	1.14	1.14	19.3	16.2	1473.5	495826
4181	4180.62	69.9	16.4	3.9	3.2	6.3	265	597	822	3382	1.14	1.14	19.3	16.2	1474.9	496052
4182	4181.62	88.2	16	4.1	2.8	9.1	265	601	829	3337	1.14	1.14	19.3	16.2	1510	496233
4183	4182.62	52.7	23.3	3.6	1.3	11.1	237	496	579	3546	1.14	1.14	19.2	18.6	1494.1	496557
4184	4183.61	73.4	16.7	3.4	2.3	7.9	266	596	785	3378	1.14	1.14	19.3	17.3	1493.2	496792
4185	4184.61	65.2	22.3	4.1	2.8	9.1	264	594	753	3480	1.14	1.14	19.3	17	1488.5	497042
4186	4185.61	47	21.6	3.6	2.6	7.8	265	595	809	3418	1.14	1.14	19.3	16.8	1487.2	497411
4187	4186.61	32.2	21.6	2.8	0.7	10.6	269	596	802	3374	1.14	1.14	19.3	16.7	1483.8	497937
4188	4187.61	22.7	15.3	2.5	0.3	9.3	270	598	811	3260	1.14	1.14	19.3	16.5	1485.4	498661
4189	4188.61	26.8	24.1	2.5	0.1	10.5	269	594	768	3500	1.14	1.14	19.3	16.3	1489.1	499182
4190	4189.61	32.5	20.5	1.9	0.3	9.8	271	595	817	3396	1.14	1.14	19.4	16.1	1488.8	499653
4191	4190.61	30.8	19.8	3	1.4	10.6	268	597	834	3411	1.14	1.14	19.3	15.8	1487	500238
4192	4191.61	33.9	19.6	3.9	1.8	8.8	265	597	818	3411	1.14	1.14	19.3	15.4	1485.9	500817
4193	4192.61	31.8	20.8	3.1	0.2	10.6	267	594	817	3461	1.14	1.14	19.3	15.3	1487	501340
4194	4193.61	28.3	22.5	2.9	0.2	10.8	269	596	816	3406	1.14	1.14	19.2	15.1	1483.2	501868
4195	4194.61	29.1	24.6	3.5	0.4	10.7	264	590	823	3526	1.14	1.14	19.2	15.3	1483.2	502360
4196	4195.61	21.1	17.6	2	0	7.9	270	593	799	3299	1.14	1.14	19	15.8	1495.3	503288
4197	4196.61	26.4	16.7	2.9	0.1	10.8	262	583	803	3373	1.14	1.14	18.8	16.6	1475.8	503769
4198	4197.61	23.4	9.8	2.9	1.3	8.4	264	587	810	3198	1.14	1.14	18.7	16	1471	504502
4199	4198.61	26.5	15.6	4	1.9	10	259	583	803	3394	1.14	1.14	18.6	16.2	1469.8	505054
4200	4199.61	32.8	17.4	3.1	1.7	9	262	581	810	3366	1.14	1.14	18.6	16.1	1467.4	505502
4201	4200.61	30.8	18.7	3.2	0.5	10.3	261	581	816	3411	1.14	1.14	18.5	16.3	1467.3	505999
4202	4201.61	56.4	11.7	2.8	1.3	9.6	264	585	821	3322	1.14	1.14	18.5	16.3	1466.7	506233
4203	4202.61	49	16.5	3.9	2.8	7.2	259	580	812	3438	1.14	1.14	18.4	17.1	1467.2	506568
