							Drilling Data									
							Noblige-1									



DEPTH	TVD	ROP_AVG	WOB_AVG	TORQUE_AVG	TORQUE_MIN	TORQUE_MAX	BIT_RPM	FLOWIN	FLOWOUT	PUMP_AVG	MWIN	MWOUT	MTIN	MTOUT	PITTOT	TBR
mMDRT	mTVDRT	m/hr	klbs	kft.lb	kft.lb	kft.lb	rpm	gal/min	gal/min	psi	sg	sg	degC	degC	bbls	

3074	3073.91	19.3	15.9	2.1	0	5.2	277	607	665	2510	1.13	1.13	8	15.3	1875.6	329813
3075	3074.91	17.1	22.6	2.3	2	3.8	268	583	786	2570	1.13	1.13	14.8	13.5	1861.6	330808
3076	3075.91	15.3	25.6	2.2	2	4	269	585	802	2535	1.13	1.13	15.7	12.9	1858.5	331864
3077	3076.91	11.6	31.9	2.3	1.9	4.3	268	581	776	2600	1.13	1.13	15.9	13.2	1856.4	333290
3078	3077.91	22.2	33.9	2.4	1.9	4.2	274	604	793	2770	1.13	1.13	15.3	13.1	1852.9	334078
3079	3078.91	10.3	32.2	2.3	2	3.9	275	605	807	2695	1.13	1.13	15.8	13.2	1850.6	335717
3080	3079.91	10.7	32.6	2.3	2	4.4	274	605	792	2697	1.13	1.13	16.2	12.5	1847.2	337313
3081	3080.91	11.8	28.1	2.3	2	3.8	274	603	815	2729	1.13	1.13	14.5	12.7	1849.9	338851
3082	3081.91	24.7	27.6	2.3	2.1	4.7	273	602	815	2798	1.13	1.13	11.8	12.6	1848.6	339483
3083	3082.91	42.1	26.6	2.3	1.8	4.3	275	607	798	2681	1.13	1.13	15.6	12.6	1842.8	339885
3084	3083.91	26	28	2.4	1.9	4.2	273	602	771	2747	1.13	1.13	10.3	12.5	1836.2	340569
3085	3084.91	28.9	25.6	2.5	2	4.9	273	604	772	2716	1.13	1.13	12.4	12.5	1830.6	341114
3086	3085.91	18.3	27.3	2.2	1.8	4.3	273	598	742	2827	1.13	1.13	15.8	12.7	1824.8	342098
3087	3086.91	15.4	30.4	2.2	2	3.9	272	598	712	2847	1.13	1.13	9.6	12.7	1816	343323
3088	3087.91	8.6	32.2	2.2	2	3.8	273	599	527	2834	1.13	1.13	14.7	12.9	1844.1	345525
3089	3088.91	4.3	33.8	2.2	1.9	3.6	266	602	752	2752	1.13	1.13	14.9	18.7	1906	349794
3090	3089.91	5.1	32.9	2.2	0	10.1	260	593	828	2977	1.13	1.13	15.5	19.5	1909.4	352364
3091	3090.91	18.9	21.8	2.6	1.6	5.6	259	596	821	2856	1.13	1.13	16.3	19.5	1909.6	352969
3092	3091.91	18.4	24	2.4	1.8	4.3	261	599	718	2806	1.13	1.13	15.6	18.9	1908.1	353818
3093	3092.91	21.2	29.1	2.5	1.9	4.4	259	597	777	2854	1.13	1.13	15.6	18.8	1909.5	354362
3094	3093.91	13.8	33.1	2.4	2	4.2	260	598	819	2849	1.13	1.13	15.2	18.8	1909.2	355708
3095	3094.91	11.5	31.7	2.3	2	4.1	271	597	761	2833	1.13	1.13	11.4	18.8	1905.7	356858
3096	3095.91	14.4	31.9	2.4	1.7	4.5	270	597	780	2858	1.13	1.13	13.7	18.6	1906.6	357820
3097	3096.9	16.3	33.1	2.4	2	4.4	270	597	805	2842	1.13	1.13	4.7	18.6	1906.8	358731
3098	3097.9	9.6	32.8	2.2	2	3.8	271	597	825	2814	1.13	1.13	11.6	18.7	1905.3	360764
3099	3098.9	9.3	31.7	2.3	2	3.6	271	598	813	2810	1.13	1.13	12.5	19.2	1905.2	362455
3100	3099.9	8.7	33.3	2.2	2.1	3.7	271	597	818	2830	1.13	1.13	12.3	19.4	1904	364374
3101	3100.9	5.8	31.6	2.2	1.3	4.4	270	600	819	2757	1.13	1.13	12.8	15.9	1900.2	367277
3102	3101.9	16.7	30.2	2.4	2.1	4.1	272	597	807	2840	1.13	1.13	13.9	18.8	1896.4	370760
3103	3102.9	26.3	27.2	2.4	1.9	4	270	597	767	2818	1.13	1.13	6.5	18.3	1894.9	371447
3104	3103.9	20.5	31.1	2.8	1.8	5	268	595	797	2911	1.13	1.13	14.9	18.3	1896.3	372231
3105	3104.9	12.1	24.8	2.3	0	5.2	271	594	762	2729	1.13	1.13	15.9	15.1	1911.8	373795
3106	3105.9	14.4	35.3	2.3	2.1	3.9	269	587	789	2765	1.13	1.13	16.1	18.7	1897.5	374940
3107	3106.9	10.3	32.8	2.2	2	3.9	271	590	813	2727	1.13	1.13	12.9	19	1893.8	376618
3108	3107.9	23.1	29.7	2.3	1.9	4.3	269	587	816	2781	1.13	1.13	15.5	18.4	1892.7	377352
3109	3108.9	22.3	33.4	2.4	2.2	4.7	270	590	801	2837	1.13	1.13	16.2	18.8	1892.5	378176
3110	3109.9	8.9	32.3	2.3	2.1	3.6	272	595	819	2782	1.13	1.13	16.1	18.9	1891.1	380167
3111	3110.9	11.7	33	2.3	2	4.1	271	594	806	2800	1.13	1.13	14.6	17.7	1890.5	381438
3112	3111.9	14.5	28	2.3	2.1	3.7	272	595	784	2782	1.13	1.13	15.9	17.4	1888.3	382591
3113	3112.9	13.7	30.8	2.4	2.1	4.7	271	592	806	2839	1.13	1.13	15.7	17.3	1889.5	383773
3114	3113.9	30.3	31	2.5	2	4.8	271	592	798	2841	1.13	1.13	15.7	16.9	1888.2	384377
3115	3114.9	18.5	28.2	2.4	1.8	4.4	271	592	796	2834	1.13	1.13	15.6	17.3	1886.7	385323
3116	3115.9	10.5	33.5	2.3	2.1	4.3	271	593	808	2794	1.13	1.13	15.5	17.2	1885.3	386936
3117	3116.9	6.1	34	2.3	1.9	4	272	595	824	2772	1.13	1.13	15.3	17.5	1884.3	389622
3118	3117.9	8.5	32	2.2	2	3.7	272	595	816	2767	1.13	1.13	13.8	17.4	1880.7	391533
3119	3118.9	7.3	32.7	2	1.8	3.5	238	595	813	2756	1.13	1.13	11.5	17.4	1880.1	393536
3120	3119.9	8.6	34.1	2.2	1.9	3.9	237	593	822	2795	1.13	1.13	10.9	17.4	1879.5	395551
3121	3120.9	13.6	31	2.4	1.9	4.7	240	591	826	2832	1.13	1.13	12.7	17.7	1879.5	396568
3122	3121.9	12.7	31.4	2.5	2.2	4	275	601	836	2831	1.13	1.13	16	17.7	1877.2	397871
3123	3122.9	14.4	33.7	2.6	2.2	4.6	275	603	821	2911	1.13	1.13	16.2	17.5	1874.8	399224
3124	3123.9	16.3	29.9	3	0	10.1	273	599	813	3048	1.13	1.13	9.4	18.2	1873	400233
3125	3124.9	18	32.9	2.5	2.2	4.5	276	604	809	2878	1.13	1.13	11.6	17.5	1874.4	401120
3126	3125.9	17	32	2.3	2.1	3.9	276	605	813	2833	1.13	1.13	7.1	17.3	1874.3	402171
3127	3126.9	18.6	28.7	2.5	2.2	4.4	276	604	831	2855	1.13	1.13	15.9	17.1	1873.3	403228
3128	3127.9	20.1	31.7	2.5	2.1	4.4	275	603	792	2863	1.13	1.13	15.4	17.2	1873.2	404021
3129	3128.9	15.6	32.2	2.3	2	4.1	276	604	834	2852	1.13	1.13	15.2	17.3	1871.4	405030
3130	3129.9	30.2	24.5	2.3	2	4.6	276	603	823	2885	1.13	1.13	7.4	17.3	1873.1	405415
3131	3130.9	30.8	22.2	2.1	1.7	5	277	604	819	2860	1.13	1.13	15.6	17.5	1871.5	405957
3132	3131.9	19.5	29.6	2.3	1.9	4.3	276	603	813	2859	1.13	1.13	15.8	17.2	1869.6	407055
3133	3132.89	15.8	31.5	2.4	1.9	4.7	276	603	809	2871	1.13	1.13	15.3	17.4	1869.2	408277
3134	3133.89	19	31.6	2.4	2.1	4.4	275	603	818	2874	1.13	1.13	13.5	17.4	1868.6	409195
3135	3134.89	17.9	26	2.4	0	5.4	274	599	545	2819	1.13	1.13	13.6	17.6	1875.9	410227
3136	3135.89	14	26.7	2.5	2	4.9	270	590	339	2766	1.13	1.13	14.1	18.1	1874.3	411480
3137	3136.89	21.8	25.4	2.6	1.6	6.2	269	587	658	2788	1.13	1.13	12.3	18	1872.6	411956
3138	3137.89	21.9	31.4	2.5	2.2	4.2	269	588	688	2802	1.13	1.13	10.1	17.6	1864.9	412752
3139	3138.89	15.3	29.9	2.5	2.2	4	270	589	805	2780	1.13	1.13	13	17.7	1859.5	414210
3140	3139.89	24.2	29.4	2.6	2.3	4.8	269	586	797	2804	1.13	1.13	14.3	17.5	1855.7	414942
3141	3140.89	19.3	33.7	2.6	1.9	6.6	268	582	813	2864	1.13	1.13	13.7	17.4	1857.6	415844
3142	3141.89	19.8	32.5	2.8	2.3	5.2	267	583	820	2898	1.13	1.13	9.3	17.3	1857.8	416632
3143	3142.89	21.2	25.7	2.5	2.2	4.4	269	588	801	2768	1.13	1.13	10.4	17.2	1856	417339
3144	3143.89	31	33.3	2.8	2.1	5.6	267	583	659	2908	1.13	1.13	11.8	17.1	1854.8	417881
3145	3144.89	18.3	32.5	2.8	2.2	5.8	267	583	810	2875	1.13	1.13	11.9	17.2	1848	418752
3146	3145.89	17	33.2	2.5	2.2	4.4	269	586	793	2808	1.13	1.13	11.9	17.1	1845.2	419635
3147	3146.89	14.5	31.9	2.6	2.3	4.6	269	587	833	2808	1.13	1.13	11.9	17.2	1850	420897
3148	3147.89	12.9	29.7	2.6	2	4.8	268	585	823	2833	1.13	1.13	11.9	17.4	1851.9	422241
3149	3148.89	11.9	30.6	2.7	2.3	5	270	591	820	2838	1.13	1.13	11.9	17.5	1852	423572
3150	3149.89	13.4	33.1	2.5	2.2	4.3	271	593	829	2817	1.13	1.13	11.9	17.4	1851.9	424751
3151	3150.89	18.6	36	2.6	2.4	4.1	271	593	838	2818	1.13	1.13	11.9	17.1	1851.5	425676
3152	3151.89	18.1	29.1	2.7	2.1	5.5	269	589	808	2899	1.13	1.13	11.9	17.3	1850.9	426956
3153	3152.89	16.3	31	2.7	1.9	6.3	269	591	829	2869	1.13	1.13	11.9	17.2	1849.4	427991
3154	3153.89	18.6	26	2.7	2.4	5	270	591	811	2880	1.13	1.13	11.9	17	1850	428825
3155	3154.89	25.7	27.6	2.8	2.1	5.4	269	590	814	2888	1.13	1.13	11.9	16.9	1845.8	429452
3156	3155.89	17.3	30.9	2.6	2.2	4.5	271	594	817	2823	1.13	1.13	11.9	17	1846.5	430363
3157	3156.89	17.2	28.2	2.5	2.2	4.2	271	594	769	2812	1.13	1.13	11.9	16.7	1845.6	431503
3158	3157.89	13.9	28.6	2.5	2.2	4.4	271	594	812	2820	1.13	1.13	11.9	16.5	1845.7	432627
3159	3158.89	44.7	29.1	2.7	1.6	5.3	271	592	845	2823	1.13	1.13	11.9	16.1	1845.9	433080
3160	3159.89	27	25.8	2.5	2	4.7	271	594	801	2813	1.13	1.13	11.9	16.8	1845.7	433864
3161	3160.89	21.6	25.1	2.6	2	4.8	270	591	804	2879	1.13	1.13	11.9	16.6	1844.7	434618
3162	3161.89	18.6	28.8	2.4	2	4.6	271	593	824	2808	1.13	1.13	11.9	17	1844.5	435506
3163	3162.89	12.7	29.7	2.3	2.1	4.1	272	595	828	2781	1.13	1.13	11.9	17.1	1842.4	436856
3164	3163.89	14.7	29.2	2.6	0	5.2	271	591	398	2777	1.13	1.13	11.9	17.1	1856.8	438043
3165	3164.89	15.5	27.5	2.5	2.3	3.8	275	606	808	2865	1.13	1.13	11.9	17.7	1840.8	439163
3166	3165.89	17.2	28.4	2.6	2.2	4.1	275	606	826	2879	1.13	1.13	11.9	17.6	1837.9	440043
3167	3166.89	35.3	33.4	2.5	2.3	4.2	275	606	742	2900	1.13	1.13	11.9	17.5	1835.7	440589
3168	3167.89	19.2	28.4	2.4	2.2	4.1	275	605	806	2890	1.13	1.13	11.9	17.2	1831.8	441628
3169	3168.88	15.6	31.8	2.8	2.3	4.6	274	604	799	2913	1.13	1.13	11.9	17.4	1831	442831
3170	3169.88	24.4	29.7	2.6	2.1	4.7	274	602	820	2944	1.13	1.13	11.9	17.9	1830.9	443413
3171	3170.88	20.7	33.3	2.6	2.3	4.4	274	604	812	2926	1.13	1.13	11.9	17.6	1830.6	444274
3172	3171.88	17.2	32.2	2.6	2.3	4.5	274	603	812	2916	1.13	1.13	11.9	17.2	1828.8	445370
3173	3172.88	17.3	31.7	2.5	2.3	4.5	275	605	812	2898	1.13	1.13	11.9	17.6	1829.4	446347
3174	3173.88	18	30.9	2.7	2.3	4.6	274	604	827	2927	1.13	1.13	11.9	17.5	1828.8	447167
3175	3174.88	18.2	32.1	3.2	2	6.2	270	596	775	3117	1.13	1.13	11.9	17.3	1827.6	448052
3176	3175.88	41.4	31.3	3.3	1.9	9.2	268	588	813	3301	1.13	1.13	11.9	17.4	1827.1	448362
3177	3176.88	55.5	26.6	2.8	2.1	6.7	269	588	824	3162	1.13	1.13	11.9	17.4	1827.3	448665
3178	3177.88	46.1	19.7	3.4	2.7	6.1	270	594	780	3088	1.13	1.13	11.9	17.4	1828.5	449027
3179	3178.88	63	25.7	3.5	2.7	6.8	268	591	814	3192	1.13	1.13	11.9	17.4	1854.2	449245
3180	3179.88	23	12.2	2.6	1.7	5.5	262	593	768	2842	1.13	1.13	11.9	17.8	1834.1	450076
3181	3180.88	28.1	16.3	2.8	2.3	5.2	260	588	703	2911	1.13	1.13	11.9	17.5	1832.6	450496
3182	3181.88	38.6	15.5	3.1	2.6	5.5	259	589	735	2924	1.13	1.13	11.9	17.4	1831.1	450871
3183	3182.88	43.7	15.5	2.9	1.9	6.4	264	603	732	3021	1.13	1.13	11.9	17.7	1831	451242
3184	3183.88	51.5	17.9	3.5	2.2	6.7	261	599	755	3120	1.13	1.13	11.9	17.8	1831.4	451519
3185	3184.88	55.6	17.9	2.9	2.2	6.4	262	597	802	3106	1.13	1.13	11.9	17.7	1829.2	451792
3186	3185.88	51.5	18.8	3.2	2	6.9	261	597	786	3138	1.13	1.13	11.9	17.7	1829.6	452086
3187	3186.88	41.8	14.5	2.4	0.1	7.2	265	603	797	2979	1.13	1.13	11.9	17.7	1830.3	452439
3188	3187.88	45.8	17.6	3	2.4	5.9	264	604	807	3012	1.13	1.13	11.9	17.8	1827.1	452790
3189	3188.88	37.5	16.3	2.7	1.6	6.8	264	602	821	3058	1.13	1.13	11.9	17.7	1826.8	453162
3190	3189.88	50.8	14.2	2.7	1.5	6.7	265	602	783	3014	1.13	1.13	11.9	17.7	1826.5	453458
3191	3190.88	56.1	15.8	2.8	2	6.1	264	604	741	2980	1.13	1.13	11.9	17.5	1826.8	453950
3192	3191.88	53.3	14	2.6	2.2	5.9	265	604	771	2990	1.13	1.13	11.9	17.6	1825.6	454315
3193	3192.88	52.4	14.5	2.5	2	5.8	265	603	830	3025	1.13	1.13	11.9	17.8	1846.6	454629
3194	3193.88	25.9	11.4	2.8	1.9	6.4	268	590	755	2921	1.13	1.13	11.9	18.3	1828	455278
3195	3194.88	38.5	6.7	2.6	1.7	5.2	270	593	801	2830	1.13	1.13	11.9	18	1829.6	455689
3196	3195.88	41.4	11.9	2	1.3	6.2	272	595	802	2692	1.13	1.13	11.9	18	1827.1	456075
3197	3196.88	19.7	19.8	2.6	2.2	4.5	273	603	799	2643	1.13	1.13	11.9	18.1	1824.7	457020
3198	3197.88	31	25.2	2.9	2.7	4.6	271	600	762	2706	1.13	1.13	11.9	18	1822.3	457603
3199	3198.88	22.7	23.2	2.7	2.2	5.3	272	600	786	2725	1.13	1.13	11.9	18	1823.2	458283
3200	3199.88	21.2	22.9	2.8	2.4	5.1	271	599	763	2711	1.13	1.13	11.9	17.8	1823.2	459035
3201	3200.88	27.5	24	2.9	2.5	5	271	600	799	2694	1.13	1.13	11.9	17.8	1824	459562
3202	3201.88	23.8	25.5	2.9	2	8	271	598	778	2781	1.13	1.13	11.9	17.9	1822.9	460291
3203	3202.88	38	22	1.3	0.1	10.6	270	584	814	2967	1.13	1.13	11.9	17.9	1823.1	460658
3204	3203.87	49.3	23.4	0.6	0.1	10.7	275	578	786	2950	1.13	1.13	11.9	17.8	1823.2	460981
3205	3204.87	43.1	12.3	2.5	2	4.7	273	601	742	2637	1.13	1.13	11.9	17.6	1820.1	461332
3206	3205.87	35.7	15.5	2.9	2.1	6	271	601	801	2685	1.13	1.13	11.9	17.7	1822.9	461834
3207	3206.87	26.9	16.5	2.6	2	5.6	272	600	757	2696	1.13	1.13	11.9	17.4	1820.9	462480
3208	3207.87	18.8	16.1	2.5	2.1	4.9	272	600	768	2661	1.13	1.13	11.9	17.8	1821.3	463340
3209	3208.87	17	14.1	2.6	2	4.9	272	601	794	2660	1.13	1.13	11.9	17.9	1820.8	464350
3210	3209.87	26.6	14.8	2.6	1.7	5.8	271	597	786	2729	1.13	1.13	11.9	17.9	1820	464894
3211	3210.87	42.9	15	2.7	0.8	8.3	271	597	771	2796	1.13	1.13	11.9	17.7	1819.8	465289
3212	3211.87	38.1	10.3	1.5	0	7.7	274	597	824	2696	1.13	1.13	11.9	17.5	1818.6	465750
3213	3212.87	27.7	7.8	2.2	1.5	6.5	273	601	817	2617	1.13	1.13	11.9	17.5	1817.4	466346
3214	3213.87	32.6	9.6	2.2	1.3	6.8	273	600	761	2669	1.13	1.13	11.9	17.5	1815	466825
3215	3214.87	60.2	11.7	2.5	1.4	8.1	272	596	696	2804	1.13	1.13	11.9	15.5	1816.2	467121
3216	3215.87	35.9	7.1	2.5	1.3	6	273	602	792	2637	1.13	1.13	11.9	12.2	1814.3	467734
3217	3216.87	36	12.6	1.3	0	8.8	275	596	815	2783	1.13	1.13	11.9	12.1	1814	468135
3218	3217.87	36.4	6.5	2.1	0.1	6.6	273	600	801	2631	1.13	1.13	11.9	12.1	1812.9	468602
3219	3218.87	35.4	8.4	2.1	0	8.5	271	598	825	2710	1.13	1.13	11.9	12.1	1815.2	469002
3220	3219.87	42.4	8.8	2.7	0.8	7.2	272	599	794	2672	1.13	1.13	11.9	12.3	1814.6	469417
3221	3220.87	44.4	13.3	2.7	1.5	6.3	271	596	801	2764	1.13	1.13	11.9	12.3	1815.7	469886
3222	3221.87	50.9	11.7	2.2	0.9	5.7	273	601	792	2596	1.13	1.13	11.9	12.6	2248.7	470332
3223	3222.87	26.8	7.6	2.6	0.7	6.3	278	593	802	2612	1.13	1.13	11.9	13.3	2291	471281
3224	3223.87	35.4	10.5	2.7	0	8.5	274	582	781	2724	1.13	1.13	11.9	13.3	2290.6	471744
3225	3224.87	27.7	6.4	2.5	0.8	6.7	277	590	799	2608	1.13	1.13	11.9	12.9	2287.4	472443
3226	3225.87	30.3	9.4	2.1	0.1	6.7	278	589	769	2628	1.13	1.13	11.9	12.9	2286.8	472934
3227	3226.87	39.5	13.7	3	1.7	7.3	274	586	782	2754	1.13	1.13	11.9	13	2284.5	473448
3228	3227.87	48.9	13.8	2.8	1.3	8.8	274	584	794	2800	1.13	1.13	11.9	13.1	2285	473837
3229	3228.87	110	14.6	2.4	0	8.4	275	583	789	2713	1.13	1.13	11.9	12.9	2284.3	474107
3230	3229.87	33.9	6.8	2.7	1.6	5.8	275	589	773	2617	1.13	1.13	11.9	12.8	2283.3	474672
3231	3230.87	77.1	7.8	2	1.4	7.8	278	591	743	2629	1.13	1.13	11.9	13	2280.3	475114
3232	3231.87	43.1	9.2	2.3	1.4	5.7	277	588	789	2593	1.13	1.13	11.9	17.4	2280.1	475684
3233	3232.87	50.1	11.8	2.9	0	8.1	274	584	801	2692	1.13	1.13	11.9	17.8	2277.7	476061
3234	3233.87	24.7	11.5	2.1	0.6	7.7	277	588	760	2640	1.13	1.13	11.9	16.5	2278	476778
3235	3234.87	17.6	7.3	2.1	0	8.8	278	590	754	2555	1.13	1.13	11.9	17.3	2279.4	477755
3236	3235.86	36.6	9.6	2.9	1.4	6.8	275	590	721	2681	1.13	1.13	11.9	17.5	2278.2	478178
3237	3236.86	30.5	8.2	2.4	1.5	6.2	277	591	800	2609	1.13	1.13	11.9	17.7	2276.3	478746
3238	3237.86	32.4	10.9	1.4	0	7	279	587	766	2618	1.13	1.13	11.9	17.8	2277.3	479267
3239	3238.86	29.8	9.6	1.8	0.2	6.3	278	587	754	2621	1.13	1.13	11.9	17.8	2280.4	479805
3240	3239.86	44.2	11.5	2.6	1.4	7	275	586	700	2678	1.13	1.13	11.9	17.9	2279.3	480184
3241	3240.86	45.8	15	2.2	0	7.4	276	582	771	2681	1.13	1.13	11.9	18	2278.4	480578
3242	3241.86	30.2	9.7	1.8	1.4	6.8	279	589	765	2612	1.13	1.13	11.9	17.3	2274.7	481187
3243	3242.86	17.4	16.5	2.4	1.6	6.2	276	587	765	2655	1.13	1.13	11.9	13.1	2272.8	482195
3244	3243.86	29.2	12.3	1.9	0.9	7.7	278	586	760	2631	1.13	1.13	11.9	12.6	2266	482794
3245	3244.86	40.7	10.8	2.9	1.4	6.1	275	588	780	2674	1.13	1.13	11.9	12.5	2267.2	483249
3246	3245.86	36.3	9.3	2.6	1.5	7.3	277	591	722	2615	1.13	1.13	11.9	12.4	2266.6	483736
3247	3246.86	37	16.3	2.6	0	8.4	274	580	763	2752	1.13	1.13	11.9	12.4	2265.3	484107
3248	3247.86	35.5	10.2	2.3	1.8	6	276	587	771	2622	1.13	1.13	11.9	12.5	2263.6	484541
3249	3248.86	39.8	14.8	2.4	1.2	7.3	275	584	762	2724	1.13	1.13	11.9	12.5	2266.4	484952
3250	3249.86	35	9.6	2.3	0	7.4	277	589	736	2636	1.13	1.13	11.9	12.4	2264.1	485535
3251	3250.86	35.9	12.5	2.5	0	8.2	276	586	746	2669	1.13	1.13	11.9	12.4	2265.1	485965
3252	3251.86	35.9	17.4	2.4	1.9	5.2	278	590	757	2545	1.13	1.13	11.9	12.6	2278.6	486651
3253	3252.86	17.5	10.9	2.3	1.7	4.7	282	602	793	2586	1.13	1.13	11.9	13.1	2256.2	487858
3254	3253.86	26.1	15.1	2.6	1.9	5.8	281	600	768	2669	1.13	1.13	11.9	13	2249.4	488414
3255	3254.86	29.8	16.5	2.6	2	5.2	280	596	770	2712	1.13	1.13	11.9	12.9	2249.4	489037
3256	3255.86	55.9	14.6	2.7	1.9	5.7	280	599	800	2680	1.13	1.13	11.9	12.8	2250.5	489428
3257	3256.86	39.3	16.8	2.4	0.5	7.1	278	590	788	2762	1.13	1.13	11.9	12.7	1636.1	490126
3258	3257.86	21.6	9.2	2.1	1.6	4.9	258	555	322	2206	1.13	1.13	22.2	18.7	2203.6	1150
3259	3258.86	23.4	10.5	2.6	1.8	5.3	277	596	357	2423	1.13	1.13	19.7	18.6	1530.5	1514
3260	3259.86	44	21.6	3.6	2	6.5	274	587	332	2698	1.13	1.13	19.7	18.5	1534.1	1874
3261	3260.86	52.6	20.6	2.9	1.7	6.2	275	586	339	2593	1.13	1.13	19.5	18.5	1532.8	2178
3262	3261.86	54.4	20	3.1	2.4	6	273	587	256	2617	1.13	1.13	19.5	18.5	1536.3	2473
3263	3262.86	59.7	20.5	3.2	2	6.3	273	588	352	2591	1.13	1.13	19.3	18.2	1538.2	2746
3264	3263.85	43.6	19.6	3	2.1	5.9	275	588	384	2580	1.13	1.13	19.3	18.4	1538.9	3133
3265	3264.85	37	19.9	2.8	2	5.4	275	587	324	2559	1.13	1.13	19.4	18.4	1535	3548
3266	3265.85	23.9	22	2.7	2	5.3	277	594	352	2520	1.13	1.13	19.3	18.3	1531.6	4319
3267	3266.85	22.9	17.5	2.5	1.9	5.1	277	593	326	2520	1.13	1.13	18.9	18.5	1529.9	5125
3268	3267.85	41.4	22.9	2.9	2.3	5.3	274	587	286	2600	1.13	1.13	18.8	18.4	1530.9	5513
3269	3268.85	24.4	22.5	2.6	2	5.8	277	591	269	2545	1.13	1.13	18.5	18.3	1526.7	6386
3270	3269.85	14.7	20.5	2.5	0	7.3	277	591	316	2546	1.13	1.13	17.9	18.1	1523.9	7561
3271	3270.85	13.7	20.6	2.5	2	4.2	277	593	336	2490	1.13	1.13	17.7	18.2	1524.5	8764
3272	3271.85	15.9	21.6	2.6	1.9	5.2	276	590	304	2558	1.13	1.13	17.6	18.3	1525.3	9781
3273	3272.85	20	22.3	2.7	2	5.3	276	592	295	2567	1.13	1.13	17.6	18	1526.7	10576
3274	3273.85	25.6	28.9	2.7	1.6	5.9	275	585	332	2652	1.13	1.13	17.6	18.2	1526.3	11201
3275	3274.85	21.5	27.9	2.7	1.4	6.3	277	588	322	2630	1.13	1.13	17.5	18.4	1523	12012
3276	3275.85	22.4	21.1	2.3	1.6	5.4	277	591	287	2551	1.13	1.13	17.6	17.9	1523.9	13058
3277	3276.85	30.2	21.8	2.8	1	5.4	276	589	301	2586	1.13	1.13	17.5	18.2	1521.7	13572
3278	3277.85	25.3	23.8	2.6	1.6	4.8	276	588	347	2606	1.13	1.13	17.4	18.3	1522	14328
3279	3278.85	22.4	22.5	2.8	1.8	5.8	276	590	300	2590	1.13	1.13	16.4	18.4	1519.9	15103
3280	3279.85	19.8	27	2.8	1.4	6.3	276	586	290	2638	1.13	1.13	15.9	18.7	1520.4	15968
3281	3280.85	39.5	23.1	2.6	1.9	5.8	275	587	327	2621	1.13	1.13	15.7	18.8	1521.8	16379
3282	3281.85	34.2	19.6	2.4	1.8	4.5	277	592	290	2521	1.13	1.13	15.7	19	1530.7	16967
3283	3282.85	41.3	10.7	2.7	2.2	5.6	274	590	488	2664	1.13	1.13	16.6	19.7	1516.1	17406
3284	3283.85	56.6	10.6	2.3	0	5.4	277	591	509	2616	1.13	1.13	16.7	19.9	2028.5	17739
3285	3284.85	79.7	9.6	3.3	2.5	5.6	280	594	591	2754	1.13	1.13	17	20.3	2028.5	17936
3286	3285.85	97.7	15.7	3.3	1.3	7.5	278	582	518	2851	1.13	1.13	16.9	20.2	1513.7	18133
3287	3286.85	50.5	5.9	2.7	1.6	6.4	281	591	582	2683	1.13	1.13	16.9	20.2	1513.5	18477
3288	3287.85	52.5	5.3	2.3	1.8	5	281	591	550	2650	1.13	1.13	16.9	20.2	1512	18794
3289	3288.85	50.8	8.8	2.8	2.3	5.5	280	589	522	2734	1.13	1.13	16.9	20.2	1511.2	19083
3290	3289.85	39.1	4.2	2.4	1.5	5.2	282	592	619	2654	1.13	1.13	16.8	20.2	1512.1	19522
3291	3290.85	66.7	9.1	3	1.9	6	282	599	567	2837	1.13	1.13	16.8	20.1	1510.8	19760
3292	3291.85	68	10	3	2.2	6	281	596	554	2874	1.13	1.13	16.8	20.1	1511.6	20022
3293	3292.85	25.6	12	3.4	0	9	284	597	583	2826	1.13	1.13	16.9	20	1510.7	21023
3294	3293.85	32.2	5.8	2.6	1.9	5.4	283	598	530	2767	1.13	1.13	16.9	20.1	1508.6	21568
3295	3294.85	65	7.6	3.1	2.3	7	281	595	537	2831	1.13	1.13	17	20.1	1508.7	21820
3296	3295.85	48.3	5.6	2.6	1.5	5.6	284	599	498	2780	1.13	1.13	16.9	20.2	1507.2	22229
3297	3296.85	77.4	12	3.2	2.9	4.6	281	597	483	2864	1.13	1.13	17	20.2	1506.5	22450
3298	3297.85	45.4	13.6	2.8	2.3	5.6	282	597	452	2857	1.13	1.13	17	20.2	1503.6	22815
3299	3298.85	40.3	9.1	2.9	2.5	5	283	603	429	2821	1.13	1.13	17.1	20.1	1502.8	23216
3300	3299.85	26.2	12	2.7	2	4.8	284	600	153	2826	1.13	1.13	17.1	20.2	1500.6	23866
3301	3300.85	23	10.7	2.9	2	5.8	284	604	128	2769	1.13	1.13	17.2	20.2	1494.6	24603
3302	3301.85	47.2	12	2.9	2.2	6.3	282	598	86	2856	1.13	1.13	17.3	20.1	1486.8	25016
3303	3302.85	33.4	10.4	2.8	1.9	5.4	285	604	155	2792	1.13	1.13	17.4	20.3	1481	25565
3304	3303.85	28.7	7.7	2.9	0	7.9	286	602	182	2691	1.13	1.13	17.5	20.1	1474.1	26175
3305	3304.84	39.2	3.9	2.8	1.9	5.4	285	608	100	2708	1.13	1.13	17.6	20.1	1470.3	26568
